ID,0,30,60,90,120,150,180,210,240,270,300,330,360
1,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
2,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
3,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
4,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
5,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
6,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
7,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
8,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
9,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
10,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
11,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
12,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
13,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
14,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
15,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
16,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
17,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
18,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
19,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
20,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
21,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
22,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
23,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
24,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
25,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
26,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
27,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
28,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
29,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
30,3.81,3.74,3.73,3.84,3.95,3.88,3.9,3.84,3.84,3.84,3.89,3.77,3.82
