ID,0,30,60,90,120,150,180,210,240,270,300,330,360
1,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
2,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
3,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
4,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
5,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
6,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
7,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
8,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
9,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
10,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
11,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
12,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
13,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
14,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
15,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
16,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
17,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
18,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
19,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
20,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
21,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
22,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
23,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
24,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
25,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
26,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
27,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
28,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
29,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
30,4.75,4.76,4.74,4.74,4.88,4.63,4.83,4.85,4.78,4.75,4.8,4.82,4.77
