ID,0,30,60,90,120,150,180,210,240,270,300,330,360
1,5.26,5.28,5.3,5.36,5.36,5.38,5.37,5.2,5.2,5.21,5.21,5.22,5.29
2,5.26,5.28,5.3,5.36,5.36,5.36,5.37,5.2,5.2,5.21,5.21,5.22,5.29
3,5.26,5.28,5.3,5.36,5.36,5.36,5.37,5.2,5.2,5.21,5.21,5.22,5.29
4,5.26,5.28,5.3,5.36,5.36,5.36,5.37,5.2,5.2,5.21,5.21,5.22,5.29
5,5.26,5.28,5.3,5.36,5.36,5.36,5.37,5.2,5.2,5.21,5.21,5.22,5.29
6,5.26,5.28,5.3,5.36,5.36,5.36,5.37,5.2,5.2,5.21,5.21,5.22,5.29
7,5.26,5.28,5.3,5.36,5.36,5.36,5.37,5.2,5.2,5.21,5.21,5.22,5.29
8,5.26,5.28,5.3,5.36,5.36,5.36,5.37,5.2,5.2,5.21,5.21,5.22,5.29
9,5.26,5.28,5.3,5.36,5.36,5.36,5.37,5.2,5.2,5.21,5.21,5.22,5.29
10,5.26,5.28,5.3,5.36,5.36,5.36,5.37,5.2,5.2,5.21,5.21,5.22,5.29
11,5.26,5.28,5.3,5.36,5.36,5.36,5.37,5.2,5.2,5.21,5.21,5.22,5.29
12,5.26,5.28,5.3,5.36,5.36,5.36,5.37,5.2,5.2,5.21,5.21,5.22,5.29
13,5.26,5.28,5.3,5.36,5.36,5.36,5.37,5.2,5.2,5.21,5.21,5.22,5.29
14,5.26,5.28,5.3,5.36,5.36,5.36,5.37,5.2,5.2,5.21,5.21,5.22,5.29
15,5.26,5.28,5.3,5.36,5.36,5.36,5.37,5.2,5.2,5.21,5.21,5.22,5.29
16,5.26,5.28,5.3,5.36,5.36,5.36,5.37,5.2,5.2,5.21,5.21,5.22,5.29
17,5.26,5.28,5.3,5.36,5.36,5.36,5.38,5.2,5.2,5.21,5.21,5.22,5.29
18,5.26,5.28,5.3,5.36,5.36,5.36,5.38,5.2,5.2,5.21,5.21,5.22,5.29
19,5.26,5.28,5.3,5.36,5.36,5.36,5.38,5.2,5.2,5.21,5.21,5.22,5.29
20,5.26,5.28,5.3,5.36,5.36,5.36,5.38,5.2,5.2,5.21,5.21,5.22,5.29
21,5.26,5.28,5.3,5.36,5.36,5.36,5.38,5.2,5.2,5.21,5.21,5.22,5.29
22,5.26,5.28,5.3,5.36,5.36,5.36,5.38,5.2,5.2,5.21,5.21,5.22,5.29
23,5.26,5.28,5.3,5.36,5.36,5.36,5.38,5.2,5.2,5.21,5.21,5.22,5.29
24,5.26,5.28,5.3,5.36,5.36,5.36,5.38,5.2,5.2,5.21,5.21,5.22,5.29
25,5.26,5.28,5.3,5.36,5.36,5.36,5.38,5.2,5.2,5.21,5.21,5.22,5.29
26,5.26,5.28,5.3,5.36,5.36,5.36,5.38,5.2,5.2,5.21,5.21,5.22,5.29
27,5.26,5.28,5.3,5.36,5.36,5.36,5.38,5.2,5.2,5.21,5.21,5.22,5.29
28,5.26,5.28,5.3,5.36,5.36,5.36,5.38,5.2,5.2,5.21,5.21,5.22,5.29
29,5.26,5.28,5.3,5.36,5.36,5.36,5.38,5.2,5.2,5.21,5.21,5.22,5.29
30,5.26,5.28,5.3,5.36,5.36,5.36,5.38,5.2,5.2,5.21,5.21,5.22,5.29
