ID,0,30,60,90,120,150,180,210,240,270,300,330,360
1,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
2,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
3,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
4,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
5,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
6,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
7,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
8,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
9,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
10,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
11,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
12,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
13,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
14,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
15,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
16,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
17,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
18,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
19,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
20,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
21,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
22,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
23,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
24,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
25,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
26,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
27,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
28,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
29,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
30,1.83,1.83,1.83,1.92,1.99,1.91,1.89,1.91,1.91,1.88,1.89,2.18,1.89
