ID,0,RX0,30,RX30,60,RX60,90,RX90,120,RX120,150,RX150,180,RX180,210,RX210,240,RX240,270,RX270,300,RX300,330,RX330,360,RX360
16,3.29,-78.84,3.28,-79.99,3.32,-84.4,3.33,-79.78,3.4,-82.7,3.33,-82.05,3.35,-82.82,3.34,-82.41,3.35,-89.0,3.32,-81.16,3.64,-82.73,3.33,-80.91,3.27,-80.53
17,3.29,-78.84,3.28,-79.99,3.32,-84.4,3.33,-79.78,3.4,-82.7,3.33,-82.05,3.35,-82.82,3.34,-82.41,3.35,-89.0,3.32,-81.16,3.64,-82.73,3.33,-80.91,3.27,-80.53
18,3.29,-78.84,3.28,-79.99,3.32,-84.4,3.33,-79.78,3.4,-82.7,3.33,-82.05,3.35,-82.82,3.34,-82.41,3.35,-89.0,3.32,-81.16,3.64,-82.73,3.33,-80.91,3.27,-80.53
19,3.29,-78.84,3.28,-79.99,3.32,-84.4,3.33,-79.78,3.4,-82.7,3.33,-82.05,3.35,-82.82,3.34,-82.41,3.35,-89.0,3.32,-81.16,3.64,-82.73,3.33,-80.91,3.27,-80.53
20,3.29,-78.84,3.28,-79.99,3.32,-84.4,3.33,-79.78,3.4,-82.7,3.33,-82.05,3.35,-82.82,3.34,-82.41,3.35,-89.0,3.32,-81.16,3.64,-82.73,3.33,-80.91,3.27,-80.53
21,3.29,-78.84,3.28,-79.99,3.32,-84.4,3.33,-79.78,3.4,-82.7,3.33,-82.05,3.35,-82.82,3.34,-82.41,3.35,-89.0,3.32,-81.16,3.64,-82.73,3.33,-80.91,3.27,-80.53
22,3.29,-78.84,3.28,-79.99,3.32,-84.4,3.33,-79.78,3.4,-82.7,3.33,-82.05,3.35,-82.82,3.34,-82.41,3.35,-89.0,3.32,-81.16,3.64,-82.73,3.33,-80.91,3.27,-80.53
23,3.29,-78.84,3.28,-79.99,3.32,-84.4,3.33,-79.78,3.4,-82.7,3.33,-82.05,3.35,-82.82,3.34,-82.41,3.35,-89.0,3.32,-81.16,3.64,-82.73,3.33,-80.91,3.27,-80.53
24,3.29,-78.84,3.28,-79.99,3.32,-84.4,3.33,-79.78,3.4,-82.7,3.33,-82.05,3.35,-82.82,3.34,-82.41,3.35,-89.0,3.32,-81.16,3.64,-82.73,3.33,-80.91,3.27,-80.53
25,3.29,-78.84,3.28,-79.99,3.32,-84.4,3.33,-79.78,3.4,-82.7,3.33,-82.05,3.35,-82.82,3.34,-82.41,3.35,-89.0,3.32,-81.16,3.64,-82.73,3.33,-80.91,3.27,-80.53
26,3.29,-78.84,3.28,-79.99,3.32,-84.4,3.33,-79.78,3.4,-82.7,3.33,-82.05,3.35,-82.82,3.34,-82.41,3.35,-89.0,3.32,-81.16,3.64,-82.73,3.33,-80.91,3.27,-80.53
27,3.29,-78.84,3.28,-79.99,3.32,-84.4,3.33,-79.78,3.4,-82.7,3.33,-82.05,3.35,-82.82,3.34,-82.41,3.35,-89.0,3.32,-81.16,3.64,-82.73,3.33,-80.91,3.27,-80.53
28,3.29,-78.84,3.28,-79.99,3.32,-84.4,3.33,-79.78,3.4,-82.7,3.33,-82.05,3.35,-82.82,3.34,-82.41,3.35,-89.0,3.32,-81.16,3.64,-82.73,3.33,-80.91,3.27,-80.53
29,3.29,-78.84,3.28,-79.99,3.32,-84.4,3.33,-79.78,3.4,-82.7,3.33,-82.05,3.35,-82.82,3.34,-82.41,3.35,-89.0,3.32,-81.16,3.64,-82.73,3.33,-80.91,3.27,-80.53
30,3.29,-78.84,3.28,-79.99,3.32,-84.4,3.33,-79.78,3.4,-82.7,3.33,-82.05,3.35,-82.82,3.34,-82.41,3.35,-89.0,3.32,-81.16,3.64,-82.73,3.33,-80.91,3.27,-80.53
