ID,0,RX0,30,RX30,60,RX60,90,RX90,120,RX120,150,RX150,180,RX180,210,RX210,240,RX240,270,RX270,300,RX300,330,RX330,360,RX360
16,1.85,-73.55,1.84,-73.18,1.84,-75.2,1.89,-76.03,1.96,-81.38,1.91,-75.47,1.91,-73.58,1.89,-75.01,1.86,-77.34,1.89,-75.3,1.88,-76.94,1.78,-76.22,1.79,-74.14
17,1.85,-73.55,1.84,-73.18,1.84,-75.2,1.89,-76.03,1.96,-81.38,1.91,-75.47,1.91,-73.58,1.89,-75.01,1.86,-77.34,1.89,-75.3,1.88,-76.94,1.78,-76.22,1.79,-74.14
18,1.85,-73.55,1.84,-73.18,1.84,-75.2,1.89,-76.03,1.96,-81.38,1.91,-75.47,1.91,-73.58,1.89,-75.01,1.86,-77.34,1.89,-75.3,1.88,-76.94,1.78,-76.22,1.79,-74.14
19,1.85,-73.55,1.84,-73.18,1.84,-75.2,1.89,-76.03,1.96,-81.38,1.91,-75.47,1.91,-73.58,1.89,-75.01,1.86,-77.34,1.89,-75.3,1.88,-76.94,1.78,-76.22,1.79,-74.14
20,1.85,-73.55,1.84,-73.18,1.84,-75.2,1.89,-76.03,1.96,-81.38,1.91,-75.47,1.91,-73.58,1.89,-75.01,1.86,-77.34,1.89,-75.3,1.88,-76.94,1.78,-76.22,1.79,-74.14
21,1.85,-73.55,1.84,-73.18,1.84,-75.2,1.89,-76.03,1.96,-81.38,1.91,-75.47,1.91,-73.58,1.89,-75.01,1.86,-77.34,1.89,-75.3,1.88,-76.94,1.78,-76.22,1.79,-74.14
22,1.85,-73.55,1.84,-73.18,1.84,-75.2,1.89,-76.03,1.96,-81.38,1.91,-75.47,1.91,-73.58,1.89,-75.01,1.86,-77.34,1.89,-75.3,1.88,-76.94,1.78,-76.22,1.79,-74.14
23,1.85,-73.55,1.84,-73.18,1.84,-75.2,1.89,-76.03,1.96,-81.38,1.91,-75.47,1.91,-73.58,1.89,-75.01,1.86,-77.34,1.89,-75.3,1.88,-76.94,1.78,-76.22,1.79,-74.14
24,1.85,-73.55,1.84,-73.18,1.84,-75.2,1.89,-76.03,1.96,-81.38,1.91,-75.47,1.91,-73.58,1.89,-75.01,1.86,-77.34,1.89,-75.3,1.88,-76.94,1.78,-76.22,1.79,-74.14
25,1.85,-73.55,1.84,-73.18,1.84,-75.2,1.89,-76.03,1.96,-81.38,1.91,-75.47,1.91,-73.58,1.89,-75.01,1.86,-77.34,1.89,-75.3,1.88,-76.94,1.78,-76.22,1.79,-74.14
26,1.85,-73.55,1.84,-73.18,1.84,-75.2,1.89,-76.03,1.96,-81.38,1.91,-75.47,1.91,-73.58,1.89,-76.05,1.86,-77.34,1.89,-75.3,1.88,-76.94,1.78,-76.22,1.79,-74.14
27,1.85,-73.55,1.84,-73.18,1.84,-75.2,1.89,-76.03,1.96,-81.38,1.91,-75.47,1.91,-73.58,1.89,-76.05,1.86,-77.34,1.89,-75.3,1.88,-76.94,1.78,-76.22,1.79,-74.14
28,1.85,-73.55,1.84,-73.18,1.84,-75.2,1.89,-76.03,1.96,-81.38,1.91,-75.47,1.91,-73.58,1.89,-76.05,1.86,-77.34,1.89,-75.3,1.88,-76.94,1.78,-76.22,1.79,-74.14
29,1.85,-73.55,1.84,-73.18,1.84,-75.2,1.89,-76.03,1.96,-81.38,1.91,-75.47,1.91,-73.58,1.89,-76.05,1.86,-77.34,1.89,-75.3,1.88,-76.94,1.78,-76.22,1.79,-74.14
30,1.85,-73.55,1.84,-73.18,1.84,-75.2,1.89,-76.03,1.96,-81.38,1.91,-75.47,1.91,-73.58,1.89,-76.05,1.86,-77.34,1.89,-75.3,1.88,-76.94,1.78,-76.22,1.79,-74.14
